File Name,Hashtags,Text,Pre_Hashtags
7754.jpg,"['#HannahJohnKamen', '#Killjoys', '#artwork', '#arte', '#art']",this is my drawing of,HannahJohnKamen Killjoys artwork arte art
7755.jpg,"['#topyear', '#designcollectiveberkshire', '#socialmediamanager', '#design', '#interiors']",my top of design collective berkshire was born in may of this year the campaign was aimed at sharing and supporting the best design based interiors and other stylish businesses that berkshire has to offer it formed part of my coursework to build on my skills with the view to taking on new adventures its become much more than coursework so i decided to keep it going not only because ive enjoyed it immensely but ive developed some great friendships along the way fabulous acquaintances and some potential fabulous business opportunities for the new year as well as using it to make an epic amount of money for a little boy battling cancer in short its been a great months thanks for all the follows likes and comments heres to a happy healthy and prosperous new year for all,topyear designcollectiveberkshire socialmediamanager design interiors
7757.jpg,"['#digitalprinting', '#printing', '#dessert', '#printingalsut', '#printingserpong']",congratulations surya employee of the month,digitalprinting printing dessert printingalsut printingserpong
7758.jpg,"['#bracelet', '#bead', '#beadedbracelet', '#jewelry', '#design']",all various pieces are on sale limited offer httpsbeadaishajewelrysalescom or wwwetsycomshopbeadaishajewelry,bracelet bead beadedbracelet jewelry design
7759.jpg,"['#ecofriendly', '#eco', '#zerowaste', '#sustainability', '#sustainable']",the amount of plastic we use had driven me to make the switch over to an ecofriendly bamboo toothbrush ps the charcoal will brighten my smile so it is a winwin let me know what you think in the comment second below,ecofriendly eco zerowaste sustainability sustainable
7760.jpg,"['#lovethisfeeling', '#besttimeoftheyear', '#christmasvibes', '#christmasphoto', '#christmastree']",best time of the year,lovethisfeeling besttimeoftheyear christmasvibes christmasphoto christmastree
7761.jpg,"['#wood', '#woodworking', '#woodwork', '#wooden', '#woodcraft']",phebos xenakis reimagines the bistro table with a convenient solution,wood woodworking woodwork wooden woodcraft
7762.jpg,"['#MUDStudios', '#cairointerior', '#egyptiandesigners', '#art', '#decoration']",design is key when it comes to productivity in the workplace client ge general electric egypt area m duration weeks scope of work interior design implementation visit our website to see full project,MUDStudios cairointerior egyptiandesigners art decoration
7763.jpg,"['#architecture', '#building', '#house', '#housing', '#buildings']",iulm building by aa alfonso femia gianluca peluffo location milan italy follow archicade for more pic by paulbrouns,architecture building house housing buildings
7766.jpg,"['#caricature', '#caricatureartist', '#painting', '#portrait', '#paintings']",the biggest a portrait caricature painting ive done this was extra special as it includes family members that are sadly no longer with us it was a pleasure to paint,caricature caricatureartist painting portrait paintings
7770.jpg,"['#weddinginvitations', '#design', '#watercolor', '#mughalrevival', '#desiwedding']",theres still no thrill like seeing my wedding designs in real life and holding them in my hands,weddinginvitations design watercolor mughalrevival desiwedding
7772.jpg,"['#recipesforselflove', '#selflove', '#loveyourself', '#smashthepatriarchy', '#precious']",so much contributes to you being you like a faceted diamond you shine different colours in light you can be into nerdy things and party hard you can be deeply spiritual and and also like watching bad reality tv allow yourself to be all the different yous that exist,recipesforselflove selflove loveyourself smashthepatriarchy precious
7773.jpg,"['#CleanAndSimple', '#CITYCleanAndSimple', '#impressions', '#firstimpressions', '#brand']",on average it takes impressions before a customer will recognize your brand customers have a huge marketplace to pick from when shopping for a product or service but businesses with a welldefined identity are able to get above the noise your brand doesnt just represent your business it also helps customers identify you therefore it takes consistent branding including design message values colors and logo in order to establish yourself learn more about the importance of consistent branding on our website the link is in our bio,CleanAndSimple CITYCleanAndSimple impressions firstimpressions brand
7774.jpg,"['#tbt', '#throwbackthursday', '#museum', '#venice', '#art']",ive always had this feeling no matter where i am in my life that its either a memory or a dream best last,tbt throwbackthursday museum venice art
7776.jpg,"['#lvsneakers', '#lvshoes', '#louisviittonsneakers', '#sneakers', '#hongkong']",contact me by wechat ppy,lvsneakers lvshoes louisviittonsneakers sneakers hongkong
7777.jpg,"['#braceletstacks', '#women', '#jewelrygram', '#beads', '#wristgame']",silver luxury bracelet,braceletstacks women jewelrygram beads wristgame
7778.jpg,"['#palaciobarolo', '#dante', '#divinecomedy', '#mariopalante', '#architecture']",palacio barolo buenos aires by mario palanti designed around the cosmology of dantes devine comedy once the tallest building in s america,palaciobarolo dante divinecomedy mariopalante architecture
7779.jpg,"['#tophomes', '#mansion', '#design', '#beautiful', '#awesome']",what a beauty,tophomes mansion design beautiful awesome
7780.jpg,"['#arttitud', '#violet', '#purple', '#reflections', '#artspace']",an amazing fantastic place in san francisco outstanding space,arttitud violet purple reflections artspace
7781.jpg,"['#sketch', '#drawing', '#freehand', '#design', '#architect']",freehand sketching concept design for a beachhouse from an old sketchbook c,sketch drawing freehand design architect
7782.jpg,"['#pottery', '#ceramics', '#art', '#handmade', '#clay']",big pot from the last firing i think im going to spend the break making some more large work,pottery ceramics art handmade clay
7783.jpg,"['#Sketch', '#Drawing', '#Design', '#Pencil', '#Masks']",ill draw more on this character later ive thought of stuff for it already its foundation is on past ideas ive had in the past few years,Sketch Drawing Design Pencil Masks
7784.jpg,"['#characterdesign', '#art', '#illustration', '#drawing', '#digitalart']",was a good year i decided to paint again and be selftaught study to become a conceptual artist i had my complications my artistic blocks and other things in the same way i have noticed my progress throughout this year even if it does not improve as i would have liked anyway the following year i am willing to draw more,characterdesign art illustration drawing digitalart
7785.jpg,"['#sewsewsew', '#sewathomemom', '#mombod', '#momboobs', '#fabric']",my journey is at its very beginning,sewsewsew sewathomemom mombod momboobs fabric
7786.jpg,"['#homedesign', '#designhomes', '#luxuryhomes', '#interiordesign', '#luxuryhome']",used this elegant butlers pantry inspo for the backsplash of a bar im almost done with stay tuned designed by mick de guilio,homedesign designhomes luxuryhomes interiordesign luxuryhome
7787.jpg,"['#Manicure', '#Pedicure', '#nail', '#naildesign', '#nails']",cny now for booking we are provided door to door nails servicecontact me now for more information cyini create your style with us,Manicure Pedicure nail naildesign nails
7788.jpg,"['#beads', '#jewellery', '#jewelry', '#bijoux', '#blogger']",currant fairgrove necklace now available to order dm email renasicollectiongmailcom,beads jewellery jewelry bijoux blogger
7790.jpg,"['#packaging', '#branddesign', '#packagingdesign', '#brandidentity', '#brand']",world brand design awards shortlisted winner agency depot wpf depotwpf project brand creation for russian dairy products from valaam archipelago in karelia world brand design society would like to honour this years best work and hope that everyone will join us in celebrating those individuals and teams who have gone above and beyond in congratulations to all the wbds team would also like to take this opportunity to say a big thank you for all your support and kind words of encouragement during this year we hope youre having a relaxing seasonal holiday with friends and family and look forward to seeing you and your new creations in happy new year wbds team feature worldbranddesign submit worldpackagingdesigncomsubmit,packaging branddesign packagingdesign brandidentity brand
7791.jpg,"['#landscapeamerica', '#landscaping', '#landscape', '#landscapephotography', '#nature']",enjoy your backyard create an oasis where you live turn the lights down low get the bbq started and enjoy a dinner on your brand new patio spring will be here before you know it lets sit down and start designing your backyard or front yard,landscapeamerica landscaping landscape landscapephotography nature
7792.jpg,"['#art', '#artwork', '#wallart', '#graffiti', '#graffitiart']",visit profile to view the whole picture,art artwork wallart graffiti graffitiart
7793.jpg,"['#art', '#mensfashion', '#popular', '#losangeles', '#photography']",your sanctuary for vintage eclectic couture and phoenix destiny divine robes destiny capes the studio in noho by appointment robert earl dewolfartist designer of rare af couture peacerob,art mensfashion popular losangeles photography
7795.jpg,"['#imageinstylle', '#GoodVibrations', '#ImageConsulting', '#ImageFraternity', '#CreateYourPersonalBrand']",elegant attractive flattering clothing has a secret weapon its fabric why do we call it a secret weapon the same style of garment can appear to fit differently when made up in different fabrics the right kind of fabric can hide the body variations and give you the slimming effect that one craves for knowing about fabrics helps you avoid common first impression faux pas such as wearing velvet coat to business meeting a tweed for a dinner day or leather in summer so are you ready to create more choices in your wardrobe have better value for money and increased satisfaction with your wardrobe,imageinstylle GoodVibrations ImageConsulting ImageFraternity CreateYourPersonalBrand
7796.jpg,"['#lisakatharina', '#digitalart', '#watercolorpainting', '#mixedmedia', '#artwork']",watercolor ink and digital manipulation to create an abstract pattern,lisakatharina digitalart watercolorpainting mixedmedia artwork
